646054928,2797579639,2151524711,3647075016,3248939008,5061658,3248940243,1773745392
2166816801,2314198783,147381982,1993371604,4060438528,17981216,4060442917,2170308988
151076952,1872459738,1721382786,4133924647,706412544,1258145,706412851,2260749514
10488326,2112834479,2102346153,3994940528,1097981952,2343959,1097982524,1551404816
1619789824,4154318781,2534528957,224588374,2713001984,31799835,2713009747,1833932008
3653276360,4226801359,573524999,101983539,2069463040,32757685,2069471037,3597127518
167777666,1852298655,1684520989,3051104873,2058534912,9717675,2058537284,2897367326
50679811,4292867911,4242188100,1550854840,4205371392,21438378,4205376625,2856131710
271167695,1962670079,1691502384,3410381344,918282240,6910827,918283927,2935596493
1140950048,2092951485,952001437,2348555215,2089156608,15206344,2089160320,562274335
173805603,4286414847,4112609244,883133400,2391072768,26654952,2391079275,2705218275
2181121569,2541711279,360589710,1827836240,2916474880,19274461,2916479585,1971099755
2684878848,4206751719,1521872871,536280376,542695424,29364741,542702593,373227592
1778915368,4226727416,2447812048,85148359,2544304128,32889210,2544312157,3922188133
1090563202,4261412863,3170849661,1043071744,2141184000,25405433,2141190202,3892186783
1049024,4216451548,4215402524,1425002031,104464384,22421603,104469858,2391103617
2418573453,3120496591,701923138,1308696432,3692158976,23330241,3692164671,75337719
1409810538,4157210622,2747400084,2335580309,1005404160,15307710,1005407897,4216563278
2684649490,4225236958,1540587468,237592873,3554328576,31698237,3554336314,4139224756
2449516836,4093508535,1643991699,1282081993,2674311168,23538166,2674316914,3652557991
572555538,4282252190,3709696652,1423125729,2590228480,22436262,2590233957,2566216038
219259136,536870776,317611640,3792044679,1068433408,3929082,1068434367,3955290063
69380737,4293652419,4224271682,995431742,1566056448,25777621,1566062741,1443767639
335577248,3753245687,3417668439,552238415,2958426112,29240069,2958433250,361167020
11014144,4278057491,4267043347,2365722109,3191881728,15072228,3191885407,2417203183
3223605337,4089279449,865674112,500862630,2922061824,29641442,2922069060,2328826155
3758642693,4152360797,393718104,497388026,1321246720,29668588,1321253963,2955875027
604012720,801037053,197024333,3646766914,1477943296,5064065,1477944532,99169558
311478346,3220958719,2909480373,3292796437,2101166080,7829459,2101167991,1330765279
16794689,1129275357,1112480668,3166479162,1805164544,8816313,1805166696,3861518874
2432317696,4093623761,1661306065,1862550254,2007113728,19003258,2007118367,3901523933
72511521,1844640743,1772129222,4063069594,1330421760,1811700,1330422202,3542642323
33646596,2124642860,2090996264,2581366267,1866498048,13387508,1866501316,3491967259
39864584,2951740715,2911876131,1570714356,430006272,21283226,430011468,1750930182
553681152,1040036783,486355631,3398336245,807485440,7004930,807487150,139570060
67442776,267893247,200450471,4069156770,3003883520,1764144,3003883950,3270011820
2635079700,3757555519,1122475819,539738312,2280054784,29337726,2280061946,4190043809
489722024,1601951403,1112229379,2730897239,974454784,12219297,974457767,2235754958
1363346438,4284219383,2920872945,648810969,2110046208,28485596,2110053162,1899416223
299663498,2147262367,1847598869,2216913268,2463195136,16234797,2463199099,3025919716
29432210,1206885371,1177453161,3157845093,3815981056,8883767,3815983224,3704757816
2268209184,2268851837,642653,2026119047,2081357824,17725376,2081362151,63191519
134366210,4291026646,4156660436,587014509,1540505600,28968381,1540512672,4103530518
3221594370,3755866526,534272156,979519209,3072507904,25901938,3072514227,3367382253
3227123858,3749670551,522546693,832886125,1699889152,27047509,1699895755,1419145945
235552,3196844541,3196608989,3321128602,1932304384,7608114,1932306241,3408515164
1107378194,1205860731,98482537,3094873796,4280770560,9375730,4280772848,3386522687
4107275272,4244516844,137241572,186766327,3313565696,32095320,3313573531,1615308529
407896064,2105081605,1697185541,2728868090,417374208,12235150,417377195,942336710
840044892,979097085,139052193,3320671875,1378844672,7611682,1378846530,2346832020
335593475,4151826555,3816233080,3417190380,973234176,6857632,973235850,2157552270
2701656121,2940057017,238400896,1490447942,842473472,21910307,842478821,2379037004
3221300352,3907991451,686691099,387504246,3841007616,30527055,3841015068,1011828537
85170297,2109725183,2024554886,3528222336,1932517376,5990194,1932518838,3422121372
1614875116,4151700479,2536825363,2594853889,3045048320,13282135,3045051562,1609771693
545523200,3113089014,2567565814,1181980733,2365079552,24320207,2365085489,1041615971
3802415104,4294277023,491861919,408657142,2355175424,30361798,2355182836,407846179
25167890,2042392318,2017224428,2789978477,2312257536,11757725,2312260406,1955777954
2785017857,4015201615,1230183758,1504635834,579379200,21799464,579384522,2720871048
369265272,4281262077,3911996805,550859910,1366237184,29250838,1366244325,1540290900
0,0,0,4294967295,0,0,0,0
1,4294967295,4294967294,0,4294959104,33554431,4294967295,4294967295
39471121,1071639989,1032168868,4171510506,2040700928,964506,2040701163,1755855582
