1999951809,2522798642,370463232,4152287219,3781823987,2295015486,2599952384,15624623,2599956198,3188439462
2198630850,3405809747,2197815362,3406625235,1208809873,2096336445,2386051072,17176803,2386055265,2383681635
404257171,1303098497,134754433,1572601235,1437846802,3890710124,254959616,3158259,254960387,3432562883
4218488628,4143603128,4067427632,4294664124,227236492,76478667,551976960,32956942,551985006,967302024
2269380278,255770067,117619858,2407530487,2289910629,2025587017,2144780288,17729533,2144784616,4122229279
1992583342,3618196973,1451247788,4159532527,2708284739,2302383953,2367012864,15567057,2367016664,1165211171
2229621088,2750031949,2162163776,2817489261,655325485,2065346207,2855010304,17418914,2855014556,2332305194
2146509353,2845199087,697303593,4294404847,3597101254,2148457942,608509952,16769604,608514046,290193289
1194700572,3608698330,1192234264,3611164638,2418930374,3100266723,3051585536,9333598,3051587814,2028091821
3040019196,1241417136,20054192,4261382140,4241327948,1254948099,1616871424,23750149,1616877222,400927128
3291181424,1719704081,1140854800,3870030705,2729175905,1003785871,1848508416,25712354,1848514693,2340823387
3636048988,1660063002,1085309976,4210802014,3125492038,658918307,915111936,28406632,915118871,2733032909
4114760733,2340482,132096,4116969119,4116837023,180206562,1216585728,32146568,1216593576,552577554
3909588191,2018579976,1744901128,4183267039,2438365911,385379104,4070301696,30543657,4070309152,2801748028
1706924747,2703488257,555847681,3854565323,3298717642,2588042548,3008978944,13335349,3008982199,3596299756
1158677336,374281491,67109136,1465849691,1398740555,3136289959,7012352,9052166,7014562,448931968
1428444401,4140675832,1409552624,4159567609,2750014985,2866522894,2325618688,11159721,2325621412,2810882338
506770417,433990593,403973057,536787953,132814896,3788196878,2524848128,3959143,2524849094,2676552101
257240212,3423181342,201394196,3479027358,3277633162,4037727083,2777841664,2009689,2777842154,1688238761
2402154336,562499339,17106688,2947546987,2930440299,1892812959,3203137536,18766830,3203142117,3137632623
2764735410,500398015,79823794,3185309631,3105485837,1530231885,1349926912,21599495,1349932185,496313940
914251117,3800466732,570819884,4143897965,3573078081,3380716178,3417153536,7142586,3417155279,3949573106
904993522,430925917,295766096,1040153343,744387247,3389973773,593379328,7070261,593381054,3616649096
4249018436,915873307,872546304,4292345439,3419799135,45948859,1544060928,33195456,1544069032,36170263
1109293664,1272705168,1109028864,1272969968,163941104,3185673631,3477864448,8666356,3477866563,3540127987
315244400,387050327,302000976,400293751,98292775,3979722895,1206779904,2462846,1206780505,4219508305
1043732568,2582494439,405018688,3221208319,2816189631,3251234727,3272278016,8154160,3272280006,3267490224
1946513985,2467764733,268767297,4145511421,3876744124,2348453310,2923962368,15207140,2923966080,2450235435
3721699412,662006161,89399312,4294306261,4204906949,573267883,2483716096,29075776,2483723194,44494501
3901650223,815187656,545670152,4171167727,3625497575,393317072,3466977280,30481642,3466984721,2843690099
4080802431,3788976143,3776188431,4093590143,317401712,214164864,2203049984,31881268,2203057767,3556743648
2592159721,1810144999,176166625,4226138095,4049971470,1702807574,654123008,20251247,654127952,3209483273
445988042,4134685600,303040640,4277633002,3974592362,3848979253,2811838464,3484281,2811839314,3864057001
3026145731,1103726702,4784194,4125088239,4120304045,1268821564,3929563136,23641763,3929568907,2384306938
2561803281,295391205,278004737,2579189749,2301185012,1733164014,1082269696,20014088,1082274582,546096528
980954811,2638411376,406857264,3212508923,2805651659,3314012484,98000896,7663709,98002767,1977209793
1203533128,71188213,71054400,1203666941,1132612541,3091434167,2393440256,9402602,2393442551,2856467939
1156179109,1914290650,1074380928,1996088831,921707903,3138788186,1016373248,9032649,1016375453,623519567
259654723,757004223,219808771,796850175,577041404,4035312572,1082679296,2028552,1082679791,572029904
565125450,1555401614,10813706,2109713358,2098899652,3729841845,3827908608,4415042,3827909685,173084025
3826559146,4211187188,3758131360,4279614974,521483614,468408149,2501197824,29894993,2501205122,1163337893
76854994,3909332730,42706,3986145018,3986102312,4218112301,2530885632,600429,2530885778,3062899877
3010643307,4135070017,2993684801,4152028523,1158343722,1284323988,1487757312,23520650,1487763054,727554966
2732391716,2071186680,575720480,4227857916,3652137436,1562575579,2678358016,21346810,2678363227,3911522023
3137464949,1369684368,285321232,4221828085,3936506853,1157502346,1028562944,24511444,1028568928,1403901967
4292208344,323251704,323249368,4292210680,3968961312,2758951,3168468992,33532877,3168477178,919076527
2345461709,3165414498,2290902080,3219974127,929072047,1949505586,2633605120,18323919,2633609593,1047289447
3022328200,3929906151,2686783872,4265450479,1578666607,1272639095,2721120256,23611939,2721126020,2353373480
1511115941,2942679460,167872676,4285922725,4118050049,2783851354,966041600,11805593,966044482,1697304718
3869060923,3395309096,3254783528,4009586491,754802963,425906372,2783404032,30227038,2783411411,2044671209
0,0,0,0,0,4294967295,0,0,0,0
4294967295,1,1,4294967295,4294967294,0,4294959104,33554431,4294967295,4294967295
123456789,987654321,39471121,1071639989,1032168868,4171510506,2040700928,964506,2040701163,1755855582
2147483648,1,0,2147483649,2147483649,2147483647,0,16777216,4096,262144
